Province/State,Country/Region,Lat,Long,period,confirmed,location
Cayman Islands,Cayman Islands,19.3133,-81.2546,2/25/20,0,"19.3133,-81.2546"
Guadeloupe,Guadeloupe,16.265,-61.551,2/25/20,0,"16.265,-61.551"
Manitoba,Canada,53.7609,-98.8139,2/25/20,0,"53.7609,-98.8139"
Saskatchewan,Canada,52.9399,-106.4509,2/25/20,0,"52.9399,-106.4509"
Ethiopia,Ethiopia,9.145,40.4897,2/25/20,0,"9.145,40.4897"
Sudan,Sudan,12.8628,30.2176,2/25/20,0,"12.8628,30.2176"
Guinea,Guinea,9.9456,-9.6966,2/25/20,0,"9.9456,-9.6966"
Aruba,Aruba,12.5211,-69.9683,2/25/20,0,"12.5211,-69.9683"
Grand Princess,Canada,37.6489,-122.6655,2/25/20,0,"37.6489,-122.6655"
Kenya,Kenya,-0.0236,37.9062,2/25/20,0,"-0.0236,37.9062"
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2/25/20,0,"17.0608,-61.7964"
Alabama,US,32.3182,-86.9023,2/25/20,0,"32.3182,-86.9023"
Uruguay,Uruguay,-32.5228,-55.7658,2/25/20,0,"-32.5228,-55.7658"
Ghana,Ghana,7.9465,-1.0232,2/25/20,0,"7.9465,-1.0232"
Puerto Rico,US,18.2208,-66.5901,2/25/20,0,"18.2208,-66.5901"
Jersey,Jersey,49.19,-2.11,2/25/20,0,"49.19,-2.11"
Namibia,Namibia,-22.9576,18.4904,2/25/20,0,"-22.9576,18.4904"
Seychelles,Seychelles,-4.6796,55.492,2/25/20,0,"-4.6796,55.492"
Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2/25/20,0,"10.6918,-61.2225"
Venezuela,Venezuela,6.4238,-66.5897,2/25/20,0,"6.4238,-66.5897"
Curacao,Curacao,12.1696,-68.99,2/25/20,0,"12.1696,-68.99"
Eswatini,Eswatini,-26.5225,31.4659,2/25/20,0,"-26.5225,31.4659"
Gabon,Gabon,-0.8037,11.6094,2/25/20,0,"-0.8037,11.6094"
Guatemala,Guatemala,15.7835,-90.2308,2/25/20,0,"15.7835,-90.2308"
Guernsey,Guernsey,49.45,-2.58,2/25/20,0,"49.45,-2.58"
Mauritania,Mauritania,21.0079,10.9408,2/25/20,0,"21.0079,10.9408"
Rwanda,Rwanda,-1.9403,29.8739,2/25/20,0,"-1.9403,29.8739"
Saint Lucia,Saint Lucia,13.9094,-60.9789,2/25/20,0,"13.9094,-60.9789"
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2/25/20,0,"12.9843,-61.2872"
Suriname,Suriname,3.9193,-56.0278,2/25/20,0,"3.9193,-56.0278"
"Virgin Islands, U.S.",US,18.3358,-64.8963,2/25/20,0,"18.3358,-64.8963"
occupied Palestinian territory,occupied Palestinian territory,31.9522,35.2332,2/25/20,0,"31.9522,35.2332"
French Guiana,France,3.9339,-53.1258,2/25/20,0,"3.9339,-53.1258"
Guam,US,13.4443,144.7937,2/25/20,0,"13.4443,144.7937"
Kosovo,Kosovo,42.6026,20.903000000000002,2/25/20,0,"42.6026,20.903"
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/25/20,0,"53.1355,-57.6604"
Prince Edward Island,Canada,46.5107,-63.4168,2/25/20,0,"46.5107,-63.4168"
Central African Republic,Central African Republic,6.6111,20.9394,2/25/20,0,"6.6111,20.9394"
Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2/25/20,0,"-4.0383,21.7587"
Equatorial Guinea,Equatorial Guinea,1.5,10.0,2/25/20,0,"1.5,10.0"
Mayotte,France,-12.8275,45.1662,2/25/20,0,"-12.8275,45.1662"
Uzbekistan,Uzbekistan,41.3775,64.5853,2/25/20,0,"41.3775,64.5853"
Thailand,Thailand,15.0,101.0,2/26/20,40,"15.0,101.0"
Japan,Japan,36.0,138.0,2/26/20,189,"36.0,138.0"
Singapore,Singapore,1.2833,103.8333,2/26/20,93,"1.2833,103.8333"
Nepal,Nepal,28.1667,84.25,2/26/20,1,"28.1667,84.25"
Malaysia,Malaysia,2.5,112.5,2/26/20,22,"2.5,112.5"
British Columbia,Canada,49.2827,-123.1207,2/26/20,7,"49.2827,-123.1207"
New South Wales,Australia,-33.8688,151.2093,2/26/20,4,"-33.8688,151.2093"
Victoria,Australia,-37.8136,144.9631,2/26/20,4,"-37.8136,144.9631"
Queensland,Australia,-28.0167,153.4,2/26/20,5,"-28.0167,153.4"
Cambodia,Cambodia,11.55,104.9167,2/26/20,1,"11.55,104.9167"
Sri Lanka,Sri Lanka,7.0,81.0,2/26/20,1,"7.0,81.0"
Germany,Germany,51.0,9.0,2/26/20,27,"51.0,9.0"
Finland,Finland,64.0,26.0,2/26/20,2,"64.0,26.0"
United Arab Emirates,United Arab Emirates,24.0,54.0,2/26/20,13,"24.0,54.0"
Philippines,Philippines,13.0,122.0,2/26/20,3,"13.0,122.0"
India,India,21.0,78.0,2/26/20,3,"21.0,78.0"
Italy,Italy,43.0,12.0,2/26/20,453,"43.0,12.0"
Sweden,Sweden,63.0,16.0,2/26/20,2,"63.0,16.0"
Spain,Spain,40.0,-4.0,2/26/20,13,"40.0,-4.0"
South Australia,Australia,-34.9285,138.6007,2/26/20,2,"-34.9285,138.6007"
Belgium,Belgium,50.8333,4.0,2/26/20,1,"50.8333,4.0"
Egypt,Egypt,26.0,30.0,2/26/20,1,"26.0,30.0"
From Diamond Princess,Australia,35.4437,139.638,2/26/20,7,"35.4437,139.638"
Lebanon,Lebanon,33.8547,35.8623,2/26/20,2,"33.8547,35.8623"
Iraq,Iraq,33.0,44.0,2/26/20,5,"33.0,44.0"
Oman,Oman,21.0,57.0,2/26/20,4,"21.0,57.0"
Afghanistan,Afghanistan,33.0,65.0,2/26/20,1,"33.0,65.0"
Bahrain,Bahrain,26.0275,50.55,2/26/20,33,"26.0275,50.55"
Kuwait,Kuwait,29.5,47.75,2/26/20,26,"29.5,47.75"
Algeria,Algeria,28.0339,1.6596,2/26/20,1,"28.0339,1.6596"
Croatia,Croatia,45.1,15.2,2/26/20,3,"45.1,15.2"
Switzerland,Switzerland,46.8182,8.2275,2/26/20,1,"46.8182,8.2275"
Austria,Austria,47.5162,14.5501,2/26/20,2,"47.5162,14.5501"
Israel,Israel,31.0,35.0,2/26/20,2,"31.0,35.0"
Pakistan,Pakistan,30.3753,69.3451,2/26/20,2,"30.3753,69.3451"
Brazil,Brazil,-14.235,-51.9253,2/26/20,1,"-14.235,-51.9253"
Georgia,Georgia,42.3154,43.3569,2/26/20,1,"42.3154,43.3569"
Greece,Greece,39.0742,21.8243,2/26/20,1,"39.0742,21.8243"
North Macedonia,North Macedonia,41.6086,21.7453,2/26/20,1,"41.6086,21.7453"
Norway,Norway,60.472,8.4689,2/26/20,1,"60.472,8.4689"
Romania,Romania,45.9432,24.9668,2/26/20,1,"45.9432,24.9668"
Estonia,Estonia,58.5953,25.0136,2/26/20,0,"58.5953,25.0136"
Netherlands,Netherlands,52.1326,5.2913,2/26/20,0,"52.1326,5.2913"
San Marino,San Marino,43.9424,12.4578,2/26/20,0,"43.9424,12.4578"
Belarus,Belarus,53.7098,27.9534,2/26/20,0,"53.7098,27.9534"
Iceland,Iceland,64.9631,-19.0208,2/26/20,0,"64.9631,-19.0208"
Lithuania,Lithuania,55.1694,23.8813,2/26/20,0,"55.1694,23.8813"
Mexico,Mexico,23.6345,-102.5528,2/26/20,0,"23.6345,-102.5528"
New Zealand,New Zealand,-40.9006,174.886,2/26/20,0,"-40.9006,174.886"
Nigeria,Nigeria,9.082,8.6753,2/26/20,0,"9.082,8.6753"
Western Australia,Australia,-31.9505,115.8605,2/26/20,0,"-31.9505,115.8605"
Ireland,Ireland,53.1424,-7.6921,2/26/20,0,"53.1424,-7.6921"
Luxembourg,Luxembourg,49.8153,6.1296,2/26/20,0,"49.8153,6.1296"
Monaco,Monaco,43.7333,7.4167,2/26/20,0,"43.7333,7.4167"
Qatar,Qatar,25.3548,51.1839,2/26/20,0,"25.3548,51.1839"
Ecuador,Ecuador,-1.8312,-78.1834,2/26/20,0,"-1.8312,-78.1834"
Azerbaijan,Azerbaijan,40.1431,47.5769,2/26/20,0,"40.1431,47.5769"
Armenia,Armenia,40.0691,45.0382,2/26/20,0,"40.0691,45.0382"
Dominican Republic,Dominican Republic,18.7357,-70.1627,2/26/20,0,"18.7357,-70.1627"
Indonesia,Indonesia,-0.7893,113.9213,2/26/20,0,"-0.7893,113.9213"
Portugal,Portugal,39.3999,-8.2245,2/26/20,0,"39.3999,-8.2245"
Andorra,Andorra,42.5063,1.5218,2/26/20,0,"42.5063,1.5218"
Tasmania,Australia,-41.4545,145.9707,2/26/20,0,"-41.4545,145.9707"
Latvia,Latvia,56.8796,24.6032,2/26/20,0,"56.8796,24.6032"
Morocco,Morocco,31.7917,-7.0926,2/26/20,0,"31.7917,-7.0926"
Saudi Arabia,Saudi Arabia,24.0,45.0,2/26/20,0,"24.0,45.0"
Senegal,Senegal,14.4974,-14.4524,2/26/20,0,"14.4974,-14.4524"
Argentina,Argentina,-38.4161,-63.6167,2/26/20,0,"-38.4161,-63.6167"
Chile,Chile,-35.6751,-71.543,2/26/20,0,"-35.6751,-71.543"
Jordan,Jordan,31.24,36.51,2/26/20,0,"31.24,36.51"
Ukraine,Ukraine,48.3794,31.1656,2/26/20,0,"48.3794,31.1656"
Hungary,Hungary,47.1625,19.5033,2/26/20,0,"47.1625,19.5033"
Northern Territory,Australia,-12.4634,130.8456,2/26/20,0,"-12.4634,130.8456"
Liechtenstein,Liechtenstein,47.14,9.55,2/26/20,0,"47.14,9.55"
Poland,Poland,51.9194,19.1451,2/26/20,0,"51.9194,19.1451"
Tunisia,Tunisia,34.0,9.0,2/26/20,0,"34.0,9.0"
Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,2/26/20,0,"43.9159,17.6791"
Slovenia,Slovenia,46.1512,14.9955,2/26/20,0,"46.1512,14.9955"
South Africa,South Africa,-30.5595,22.9375,2/26/20,0,"-30.5595,22.9375"
Bhutan,Bhutan,27.5142,90.4336,2/26/20,0,"27.5142,90.4336"
Cameroon,Cameroon,3.8480000000000003,11.5021,2/26/20,0,"3.848,11.5021"
Colombia,Colombia,4.5709,-74.2973,2/26/20,0,"4.5709,-74.2973"
Costa Rica,Costa Rica,9.7489,-83.7534,2/26/20,0,"9.7489,-83.7534"
Peru,Peru,-9.19,-75.0152,2/26/20,0,"-9.19,-75.0152"
Serbia,Serbia,44.0165,21.0059,2/26/20,0,"44.0165,21.0059"
Slovakia,Slovakia,48.669,19.699,2/26/20,0,"48.669,19.699"
Togo,Togo,8.6195,0.8248,2/26/20,0,"8.6195,0.8248"
Malta,Malta,35.9375,14.3754,2/26/20,0,"35.9375,14.3754"
Martinique,Martinique,14.6415,-61.0242,2/26/20,0,"14.6415,-61.0242"
Bulgaria,Bulgaria,42.7339,25.4858,2/26/20,0,"42.7339,25.4858"
Maldives,Maldives,3.2028,73.2207,2/26/20,0,"3.2028,73.2207"
Bangladesh,Bangladesh,23.685,90.3563,2/26/20,0,"23.685,90.3563"
Paraguay,Paraguay,-23.4425,-58.4438,2/26/20,0,"-23.4425,-58.4438"
Ontario,Canada,51.2538,-85.3232,2/26/20,4,"51.2538,-85.3232"
Alberta,Canada,53.9333,-116.5765,2/26/20,0,"53.9333,-116.5765"
Quebec,Canada,52.9399,-73.5491,2/26/20,0,"52.9399,-73.5491"
Albania,Albania,41.1533,20.1683,2/26/20,0,"41.1533,20.1683"
Cyprus,Cyprus,35.1264,33.4299,2/26/20,0,"35.1264,33.4299"
Brunei,Brunei,4.5353,114.7277,2/26/20,0,"4.5353,114.7277"
Washington,US,47.4009,-121.4905,2/26/20,0,"47.4009,-121.4905"
New York,US,42.1657,-74.9481,2/26/20,0,"42.1657,-74.9481"
California,US,36.1162,-119.6816,2/26/20,0,"36.1162,-119.6816"
Massachusetts,US,42.2302,-71.5301,2/26/20,0,"42.2302,-71.5301"
Diamond Princess,US,35.4437,139.638,2/26/20,42,"35.4437,139.638"
Grand Princess,US,37.6489,-122.6655,2/26/20,0,"37.6489,-122.6655"
Georgia,US,33.0406,-83.6431,2/26/20,0,"33.0406,-83.6431"
Colorado,US,39.0598,-105.3111,2/26/20,0,"39.0598,-105.3111"
Florida,US,27.7663,-81.6868,2/26/20,0,"27.7663,-81.6868"
New Jersey,US,40.2989,-74.521,2/26/20,0,"40.2989,-74.521"
Oregon,US,44.571999999999996,-122.0709,2/26/20,0,"44.572,-122.0709"
Texas,US,31.0545,-97.5635,2/26/20,0,"31.0545,-97.5635"
Illinois,US,40.3495,-88.9861,2/26/20,0,"40.3495,-88.9861"
Pennsylvania,US,40.5908,-77.2098,2/26/20,0,"40.5908,-77.2098"
Iowa,US,42.0115,-93.2105,2/26/20,0,"42.0115,-93.2105"
Maryland,US,39.0639,-76.8021,2/26/20,0,"39.0639,-76.8021"
North Carolina,US,35.6301,-79.8064,2/26/20,0,"35.6301,-79.8064"
South Carolina,US,33.8569,-80.945,2/26/20,0,"33.8569,-80.945"
Tennessee,US,35.7478,-86.6923,2/26/20,0,"35.7478,-86.6923"
Virginia,US,37.7693,-78.17,2/26/20,0,"37.7693,-78.17"
Arizona,US,33.7298,-111.4312,2/26/20,0,"33.7298,-111.4312"
Indiana,US,39.8494,-86.2583,2/26/20,0,"39.8494,-86.2583"
Kentucky,US,37.6681,-84.6701,2/26/20,0,"37.6681,-84.6701"
District of Columbia,US,38.8974,-77.0268,2/26/20,0,"38.8974,-77.0268"
Nevada,US,38.3135,-117.0554,2/26/20,0,"38.3135,-117.0554"
New Hampshire,US,43.4525,-71.5639,2/26/20,0,"43.4525,-71.5639"
Minnesota,US,45.6945,-93.9002,2/26/20,0,"45.6945,-93.9002"
Nebraska,US,41.1254,-98.2681,2/26/20,0,"41.1254,-98.2681"
Ohio,US,40.3888,-82.7649,2/26/20,0,"40.3888,-82.7649"
Rhode Island,US,41.6809,-71.5118,2/26/20,0,"41.6809,-71.5118"
Wisconsin,US,44.2685,-89.6165,2/26/20,0,"44.2685,-89.6165"
Connecticut,US,41.5978,-72.7554,2/26/20,0,"41.5978,-72.7554"
Hawaii,US,21.0943,-157.4983,2/26/20,0,"21.0943,-157.4983"
Oklahoma,US,35.5653,-96.9289,2/26/20,0,"35.5653,-96.9289"
Utah,US,40.15,-111.8624,2/26/20,0,"40.15,-111.8624"
Burkina Faso,Burkina Faso,12.2383,-1.5616,2/26/20,0,"12.2383,-1.5616"
Holy See,Holy See,41.9029,12.4534,2/26/20,0,"41.9029,12.4534"
Mongolia,Mongolia,46.8625,103.8467,2/26/20,0,"46.8625,103.8467"
Panama,Panama,8.538,-80.7821,2/26/20,0,"8.538,-80.7821"
Kansas,US,38.5266,-96.7265,2/26/20,0,"38.5266,-96.7265"
Louisiana,US,31.1695,-91.8678,2/26/20,0,"31.1695,-91.8678"
Missouri,US,38.4561,-92.2884,2/26/20,0,"38.4561,-92.2884"
Vermont,US,44.0459,-72.7107,2/26/20,0,"44.0459,-72.7107"
Alaska,US,61.3707,-152.4044,2/26/20,0,"61.3707,-152.4044"
Arkansas,US,34.9697,-92.3731,2/26/20,0,"34.9697,-92.3731"
Delaware,US,39.3185,-75.5071,2/26/20,0,"39.3185,-75.5071"
Idaho,US,44.2405,-114.4788,2/26/20,0,"44.2405,-114.4788"
Maine,US,44.6939,-69.3819,2/26/20,0,"44.6939,-69.3819"
Michigan,US,43.3266,-84.5361,2/26/20,0,"43.3266,-84.5361"
Mississippi,US,32.7416,-89.6787,2/26/20,0,"32.7416,-89.6787"
Montana,US,46.9219,-110.4544,2/26/20,0,"46.9219,-110.4544"
New Mexico,US,34.8405,-106.2485,2/26/20,0,"34.8405,-106.2485"
North Dakota,US,47.5289,-99.78399999999999,2/26/20,0,"47.5289,-99.784"
South Dakota,US,44.2998,-99.4388,2/26/20,0,"44.2998,-99.4388"
West Virginia,US,38.4912,-80.9545,2/26/20,0,"38.4912,-80.9545"
Wyoming,US,42.756,-107.3025,2/26/20,0,"42.756,-107.3025"
Hubei,China,30.9756,112.2707,2/26/20,65187,"30.9756,112.2707"
Iran,Iran,32.0,53.0,2/26/20,139,"32.0,53.0"
"Korea, South","Korea, South",36.0,128.0,2/26/20,1261,"36.0,128.0"
France,France,46.2276,2.2137,2/26/20,18,"46.2276,2.2137"
Guangdong,China,23.3417,113.4244,2/26/20,1347,"23.3417,113.4244"
Henan,China,33.882,113.61399999999999,2/26/20,1271,"33.882,113.614"
Zhejiang,China,29.1832,120.0934,2/26/20,1205,"29.1832,120.0934"
Hunan,China,27.6104,111.7088,2/26/20,1016,"27.6104,111.7088"
Anhui,China,31.8257,117.2264,2/26/20,989,"31.8257,117.2264"
Jiangxi,China,27.614,115.7221,2/26/20,934,"27.614,115.7221"
Shandong,China,36.3427,118.1498,2/26/20,756,"36.3427,118.1498"
Diamond Princess,Cruise Ship,35.4437,139.638,2/26/20,705,"35.4437,139.638"
Jiangsu,China,32.9711,119.455,2/26/20,631,"32.9711,119.455"
Chongqing,China,30.0572,107.874,2/26/20,576,"30.0572,107.874"
Sichuan,China,30.6171,102.7103,2/26/20,531,"30.6171,102.7103"
Heilongjiang,China,47.861999999999995,127.7615,2/26/20,480,"47.862,127.7615"
Denmark,Denmark,56.2639,9.5018,2/26/20,0,"56.2639,9.5018"
Beijing,China,40.1824,116.4142,2/26/20,400,"40.1824,116.4142"
Shanghai,China,31.201999999999998,121.4491,2/26/20,337,"31.202,121.4491"
Hebei,China,39.549,116.1306,2/26/20,312,"39.549,116.1306"
Fujian,China,26.0789,117.9874,2/26/20,294,"26.0789,117.9874"
Guangxi,China,23.8298,108.7881,2/26/20,252,"23.8298,108.7881"
Shaanxi,China,35.1917,108.8701,2/26/20,245,"35.1917,108.8701"
Yunnan,China,24.974,101.48700000000001,2/26/20,174,"24.974,101.487"
Hainan,China,19.1959,109.7453,2/26/20,168,"19.1959,109.7453"
Guizhou,China,26.8154,106.8748,2/26/20,146,"26.8154,106.8748"
Tianjin,China,39.3054,117.323,2/26/20,135,"39.3054,117.323"
Shanxi,China,37.5777,112.2922,2/26/20,133,"37.5777,112.2922"
Gansu,China,37.8099,101.0583,2/26/20,91,"37.8099,101.0583"
Hong Kong,China,22.3,114.2,2/26/20,91,"22.3,114.2"
Liaoning,China,41.2956,122.6085,2/26/20,121,"41.2956,122.6085"
Jilin,China,43.6661,126.1923,2/26/20,93,"43.6661,126.1923"
Czechia,Czechia,49.8175,15.472999999999999,2/26/20,0,"49.8175,15.473"
Xinjiang,China,41.1129,85.2401,2/26/20,76,"41.1129,85.2401"
Inner Mongolia,China,44.0935,113.9448,2/26/20,75,"44.0935,113.9448"
Ningxia,China,37.2692,106.1655,2/26/20,71,"37.2692,106.1655"
Taiwan*,Taiwan*,23.7,121.0,2/26/20,32,"23.7,121.0"
Vietnam,Vietnam,16.0,108.0,2/26/20,16,"16.0,108.0"
Russia,Russia,60.0,90.0,2/26/20,2,"60.0,90.0"
Qinghai,China,35.7452,95.9956,2/26/20,18,"35.7452,95.9956"
Macau,China,22.1667,113.55,2/26/20,10,"22.1667,113.55"
Moldova,Moldova,47.4116,28.3699,2/26/20,0,"47.4116,28.3699"
Bolivia,Bolivia,-16.2902,-63.5887,2/26/20,0,"-16.2902,-63.5887"
Faroe Islands,Denmark,61.8926,-6.9118,2/26/20,0,"61.8926,-6.9118"
St Martin,France,18.0708,-63.0501,2/26/20,0,"18.0708,-63.0501"
Honduras,Honduras,15.2,-86.2419,2/26/20,0,"15.2,-86.2419"
Channel Islands,United Kingdom,49.3723,-2.3644,2/26/20,0,"49.3723,-2.3644"
New Brunswick,Canada,46.5653,-66.4619,2/26/20,0,"46.5653,-66.4619"
Tibet,China,31.6927,88.0924,2/26/20,1,"31.6927,88.0924"
Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2/26/20,0,"-4.0383,21.7587"
Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2/26/20,0,"7.54,-5.5471"
Saint Barthelemy,France,17.9,-62.8333,2/26/20,0,"17.9,-62.8333"
Jamaica,Jamaica,18.1096,-77.2975,2/26/20,0,"18.1096,-77.2975"
Reunion,Reunion,-21.1151,55.5364,2/26/20,0,"-21.1151,55.5364"
Turkey,Turkey,38.9637,35.2433,2/26/20,0,"38.9637,35.2433"
Gibraltar,United Kingdom,36.1408,-5.3536,2/26/20,0,"36.1408,-5.3536"
"Kitsap, WA",US,47.6477,-122.6413,2/26/20,0,"47.6477,-122.6413"
"Solano, CA",US,38.3105,-121.9018,2/26/20,0,"38.3105,-121.9018"
"Santa Cruz, CA",US,37.0454,-121.958,2/26/20,0,"37.0454,-121.958"
"Napa, CA",US,38.5025,-122.2654,2/26/20,0,"38.5025,-122.2654"
"Ventura, CA",US,34.3705,-119.1391,2/26/20,0,"34.3705,-119.1391"
"Worcester, MA",US,42.4097,-71.8571,2/26/20,0,"42.4097,-71.8571"
"Gwinnett, GA",US,33.9191,-84.0167,2/26/20,0,"33.9191,-84.0167"
"DeKalb, GA",US,33.7956,-84.2279,2/26/20,0,"33.7956,-84.2279"
"Floyd, GA",US,37.5455,-82.7779,2/26/20,0,"37.5455,-82.7779"
"Fayette, GA",US,33.4502,-84.4803,2/26/20,0,"33.4502,-84.4803"
"Gregg, TX",US,32.4893,-94.8521,2/26/20,0,"32.4893,-94.8521"
"Monmouth, NJ",US,40.2589,-74.124,2/26/20,0,"40.2589,-74.124"
"Burlington, NJ",US,40.0712,-74.8649,2/26/20,0,"40.0712,-74.8649"
"Camden, NJ",US,39.9259,-75.1196,2/26/20,0,"39.9259,-75.1196"
"Passaic, NJ",US,40.8568,-74.1285,2/26/20,0,"40.8568,-74.1285"
"Union, NJ",US,40.6976,-74.2632,2/26/20,0,"40.6976,-74.2632"
"Eagle, CO",US,39.6553,-106.8287,2/26/20,0,"39.6553,-106.8287"
"Larimer, CO",US,40.6956,-105.5943,2/26/20,0,"40.6956,-105.5943"
"Arapahoe, CO",US,39.6203,-104.3326,2/26/20,0,"39.6203,-104.3326"
"Gunnison, CO",US,38.5458,-106.9253,2/26/20,0,"38.5458,-106.9253"
"Kane, IL",US,41.9879,-88.4016,2/26/20,0,"41.9879,-88.4016"
"Monroe, PA",US,41.0458,-75.2479,2/26/20,0,"41.0458,-75.2479"
"Philadelphia, PA",US,39.9526,-75.1652,2/26/20,0,"39.9526,-75.1652"
"Norfolk, VA",US,36.8508,-76.2859,2/26/20,0,"36.8508,-76.2859"
"Arlington, VA",US,38.8816,-77.09100000000001,2/26/20,0,"38.8816,-77.091"
"Spotsylvania, VA",US,38.2042,-77.6078,2/26/20,0,"38.2042,-77.6078"
"Loudoun, VA",US,39.0768,-77.6536,2/26/20,0,"39.0768,-77.6536"
"Prince George's, MD",US,38.7849,-76.8721,2/26/20,0,"38.7849,-76.8721"
"Pottawattamie, IA",US,41.3912,-95.4778,2/26/20,0,"41.3912,-95.4778"
"Camden, NC",US,34.2465,-80.607,2/26/20,0,"34.2465,-80.607"
"Pima, AZ",US,32.0575,-111.6661,2/26/20,0,"32.0575,-111.6661"
"Noble, IN",US,41.4277,-85.355,2/26/20,0,"41.4277,-85.355"
"Adams, IN",US,39.8522,-77.2865,2/26/20,0,"39.8522,-77.2865"
"Boone, IN",US,40.0106,-86.4997,2/26/20,0,"40.0106,-86.4997"
"Dane, WI",US,43.0186,-89.5498,2/26/20,0,"43.0186,-89.5498"
"Pierce, WI",US,44.7509,-92.3814,2/26/20,0,"44.7509,-92.3814"
"Cuyahoga, OH",US,41.4339,-81.6758,2/26/20,0,"41.4339,-81.6758"
"Weber, UT",US,41.2603,-111.9522,2/26/20,0,"41.2603,-111.9522"
"Bennington County, VT",US,43.0279,-73.135,2/26/20,0,"43.0279,-73.135"
"Carver County, MN",US,44.8254,-93.7842,2/26/20,0,"44.8254,-93.7842"
"Charlotte County, FL",US,26.8946,-81.9098,2/26/20,0,"26.8946,-81.9098"
"Cherokee County, GA",US,34.2515,-84.4803,2/26/20,0,"34.2515,-84.4803"
"Collin County, TX",US,33.1795,-96.493,2/26/20,0,"33.1795,-96.493"
"Jefferson County, KY",US,38.1938,-85.6435,2/26/20,0,"38.1938,-85.6435"
"Jefferson Parish, LA",US,29.6499,-90.1121,2/26/20,0,"29.6499,-90.1121"
"Shasta County, CA",US,40.7909,-121.8474,2/26/20,0,"40.7909,-121.8474"
"Spartanburg County, SC",US,34.8606,-81.9535,2/26/20,0,"34.8606,-81.9535"
"Harrison County, KY",US,38.4333,-84.3542,2/26/20,0,"38.4333,-84.3542"
"Johnson County, IA",US,41.6699,-91.5984,2/26/20,0,"41.6699,-91.5984"
"Berkshire County, MA",US,42.3118,-73.1822,2/26/20,0,"42.3118,-73.1822"
"Davidson County, TN",US,36.1343,-86.822,2/26/20,0,"36.1343,-86.822"
"Douglas County, OR",US,43.1261,-123.2492,2/26/20,0,"43.1261,-123.2492"
"Fresno County, CA",US,36.9859,-119.2321,2/26/20,0,"36.9859,-119.2321"
"Harford County, MD",US,39.5839,-76.3637,2/26/20,0,"39.5839,-76.3637"
"Hendricks County, IN",US,39.8065,-86.5401,2/26/20,0,"39.8065,-86.5401"
"Hudson County, NJ",US,40.7453,-74.0535,2/26/20,0,"40.7453,-74.0535"
"Johnson County, KS",US,38.8454,-94.8521,2/26/20,0,"38.8454,-94.8521"
"Kittitas County, WA",US,47.175,-120.9319,2/26/20,0,"47.175,-120.9319"
"Manatee County, FL",US,27.4799,-82.3452,2/26/20,0,"27.4799,-82.3452"
"Marion County, OR",US,44.8446,-122.5927,2/26/20,0,"44.8446,-122.5927"
"Okaloosa County, FL",US,30.5773,-86.6611,2/26/20,0,"30.5773,-86.6611"
"Polk County, GA",US,34.0132,-85.1479,2/26/20,0,"34.0132,-85.1479"
"Riverside County, CA",US,33.9533,-117.3961,2/26/20,0,"33.9533,-117.3961"
"Shelby County, TN",US,35.1269,-89.9253,2/26/20,0,"35.1269,-89.9253"
"St. Louis County, MO",US,38.6103,-90.4125,2/26/20,0,"38.6103,-90.4125"
"Suffolk County, NY",US,40.9849,-72.6151,2/26/20,0,"40.9849,-72.6151"
"Ulster County, NY",US,41.8586,-74.3118,2/26/20,0,"41.8586,-74.3118"
"Volusia County, FL",US,29.028000000000002,-81.0755,2/26/20,0,"29.028,-81.0755"
"Fairfax County, VA",US,38.9085,-77.2405,2/26/20,0,"38.9085,-77.2405"
"Rockingham County, NH",US,42.9931,-71.0498,2/26/20,0,"42.9931,-71.0498"
"Washington, D.C.",US,38.9072,-77.0369,2/26/20,0,"38.9072,-77.0369"
"Montgomery County, PA",US,40.229,-75.3879,2/26/20,0,"40.229,-75.3879"
"Alameda County, CA",US,37.6017,-121.7195,2/26/20,0,"37.6017,-121.7195"
"Broward County, FL",US,26.1901,-80.3659,2/26/20,0,"26.1901,-80.3659"
"Lee County, FL",US,26.663,-81.9535,2/26/20,0,"26.663,-81.9535"
"Pinal County, AZ",US,32.8162,-111.2845,2/26/20,0,"32.8162,-111.2845"
"Rockland County, NY",US,41.1489,-73.983,2/26/20,0,"41.1489,-73.983"
"Saratoga County, NY",US,43.0324,-73.936,2/26/20,0,"43.0324,-73.936"
"Charleston County, SC",US,32.7957,-79.7848,2/26/20,0,"32.7957,-79.7848"
"Clark County, WA",US,45.7466,-122.5194,2/26/20,0,"45.7466,-122.5194"
"Cobb County, GA",US,33.8999,-84.5641,2/26/20,0,"33.8999,-84.5641"
"Davis County, UT",US,40.9629,-112.0953,2/26/20,0,"40.9629,-112.0953"
"El Paso County, CO",US,38.9108,-104.4723,2/26/20,0,"38.9108,-104.4723"
"Honolulu County, HI",US,21.307,-157.8584,2/26/20,0,"21.307,-157.8584"
